	lower	Forecast	upper
2021-04-01	62.546130752380805	62.8479658164025	63.14980088042419
2021-05-01	62.523409223051175	63.13570125707577	63.75097635966191
2021-06-01	61.72639560615438	62.64342703908668	63.56949518267924
2021-07-01	61.10394637914952	62.32202975213159	63.558233120970264
2021-08-01	60.06402608684511	61.56997511530284	63.10597821811781
2021-09-01	60.413742286887484	62.23362665239405	64.09896625465905
2021-10-01	57.122772272749536	59.15246263177227	61.243652060255755
2021-11-01	56.97429859766806	59.29276442901517	61.6933603805278
2021-12-01	56.70452910459738	59.306166447682	62.01336357232315
2022-01-01	56.47060179735449	59.35587042862306	62.373137517984944
2022-02-01	56.3926887685542	59.56837813311565	62.90581476470928
2022-03-01	57.94941920921634	61.50817460929903	65.26624314384291
2022-04-01	59.19644296373586	63.13499339700724	67.31419791692838
2022-05-01	58.40145828264298	62.59805141364487	67.0732313803659
2022-06-01	55.97070859822696	60.30249923512901	64.94558655923643
2022-07-01	56.06021027579246	60.697789092988764	65.69318499260913
2022-08-01	56.5896420315473	61.57165511855428	66.96434904655985
2022-09-01	56.34481894420247	61.61065968854772	67.3388975991653
2022-10-01	55.88581686807539	61.41479934515322	67.4593199585142
2022-11-01	55.79572399614532	61.621392698164954	68.02192339281282
2022-12-01	55.607084138697275	61.71897498709533	68.46733488697372
2023-01-01	55.35784987711021	61.74848637164812	68.83968588356963
2023-02-01	54.81869524058109	61.45316748052891	68.85167943952699
2023-03-01	54.746514389813605	61.67698767611195	69.44387081639016
2023-04-01	55.924182739000926	63.307782863311694	71.62236048315509
2023-05-01	55.672735185188536	63.33498320892751	72.00593598170693
2023-06-01	54.979631984582625	62.86011376084762	71.82261692165449
2023-07-01	54.97175102981851	63.16263504227793	72.52422085058888
2023-08-01	55.53979865467879	64.12824720859902	73.99225451123014
2023-09-01	55.2179697722069	64.07464731861954	74.29731840205265
2023-10-01	52.25471943181232	60.954460529814334	71.04847194565875
2023-11-01	52.20515306203307	61.20015236732828	71.68862161609412
2023-12-01	49.72152448531758	58.592395199310936	68.98981633655777
2024-01-01	49.30472419554037	58.391779193071486	69.09570480035225
2024-02-01	49.19009533731444	58.54550134341418	69.62014842414695
2024-03-01	48.86166087671324	58.44490877284846	69.84574916602989
2024-04-01	48.321877984467605	58.08741450410034	69.76288551665338
2024-05-01	47.8271534607903	57.77884753175751	69.73594854218604
2024-06-01	47.22825674441602	57.341426118740685	69.55330148323542
2024-07-01	46.48478761351415	56.722907808248614	69.14772682738722
2024-08-01	48.44381989083559	59.394428208376986	72.74700109617126
2024-09-01	48.16503948723211	59.34716349765288	73.04985863644563
2024-10-01	49.028045682227614	60.70543167151108	75.08473272505354
2024-11-01	48.9726912755764	60.939108858521166	75.7475627043393
2024-12-01	48.570581143846006	60.7412749008043	75.87770192589849
2025-01-01	48.18400256286962	60.55915896349809	76.02662420859649
2025-02-01	48.30831527989309	61.01563429195805	76.97660683376601
2025-03-01	48.81787249382847	61.96177046812838	78.55192437653618
2025-04-01	49.88352701626172	63.61988792674381	81.04135056374749
2025-05-01	49.46126631293417	63.39474947208481	81.1537808794133
2025-06-01	47.46919287741545	61.155472834523856	78.6891349644328
2025-07-01	47.26679924442479	61.197795034190925	79.13355304732099
2025-08-01	47.287603142991564	61.52791353554577	79.95246166375424
2025-09-01	47.0989671348181	61.58752287624709	80.42632051436398
2025-10-01	45.91933246103236	60.350987139320566	79.21111690987526
2025-11-01	45.85922762106127	60.57238948766795	79.89598254906763
2025-12-01	45.47194621756885	60.36149510362968	80.01435816168674
